group,field_name,data_key,value,source,last_updated,restatement,row_id,row_type,company_id,company_url,top_tab,subtab,page_url,error,company_name
Target year,Target year percentage reduction from base year total GHG emissions,tgt_abs_target_year_total_perc_reduction,50 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_total_perc_reduction,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Methodology,Methodology,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_methodology_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target achievement,Target achievement,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_achieved_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target achievement,Description of additional means to achieve target,tgt_abs_achieve_other_desc,当社は、当社グループの各拠点における排出量を毎年把握・管理しており、削減目標に対する進捗を確認することで目標達成に向けて取り組みを進めています。2023年度以降も、効率の高い機器への更新、燃料転換や再エネの調達比率の向上を通じて温室効果ガス排出削減に取り組みます。また、各拠点にて主体的に削減取り組みを推進できるような社内制度の構築を図ります。,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_achieve_other_desc,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
,Reporting Year: 2023,,,,,,,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,Itoham Yonekyu Holdings
,Scope 1 GHG emissions within target in tCO₂e,tgt_abs_progress_year_s1_emissions,206963 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_progress_dict.{::0}.tgt_abs_progress_year_s1_emissions,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,Itoham Yonekyu Holdings
,Scope 2 GHG emissions within target in tCO₂e,tgt_abs_progress_year_s2_emissions,160313 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_progress_dict.{::0}.tgt_abs_progress_year_s2_emissions,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,Itoham Yonekyu Holdings
,Total GHG emissions within target in tCO₂e,tgt_abs_progress_year_total_emissions,367276 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_progress_dict.{::0}.tgt_abs_progress_year_total_emissions,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,Itoham Yonekyu Holdings
,Percentage of target achieved relative to base year,tgt_abs_progress_perc,4.77127031882887 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_progress_dict.{::0}.tgt_abs_progress_perc,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,Itoham Yonekyu Holdings
,"TARGET: [Absolute] 2017-2031: Scope 1, Scope 2 market-based",,,,,,,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,VALIDATION,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23&disclosureReductionTargetsTab=VALIDATION,,Itoham Yonekyu Holdings
Validation 1,Validation 1,,,,,,row-details-tgt_abs_valid_dict.{::0},group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,VALIDATION,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23&disclosureReductionTargetsTab=VALIDATION,,Itoham Yonekyu Holdings
,Scope 1 Emissions,,,,,,,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Total Scope 1 Emissions,Total Scope 1 Emissions,,,,,,row-details-scope_1_total_emissions_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Total Scope 1 Emissions,Total Scope 1 GHG emissions in tCO₂e,total_s1_emissions_ghg,118999 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s1_emissions_ghg,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Methodology,Methodology,,,,,,row-details-scope_1_methodology_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Methodology,Methodology used to calculate Scope 1 GHG emissions,s1_emissions_method,"Act on the Rational Use of Energy, Japan Ministry of the Environment, Law Concerning the Promotion of the Measures to Cope with Global Warming, Superseded by Revision of the Act on Promotion of Global Warming Countermeasures (2005 Amendment), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition)",CDP Climate Change 2023,2023-07-26,,row-details-s1_emissions_method,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Exclusions,Exclusions,,,,,,row-details-scope_1_exclusions_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Exclusions,Scope 1 GHG emissions sources excluded from inventory,disclose_s1_emissions_exclusion,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s1_emissions_exclusion,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Exclusion 1,Exclusion 1,,,,,,row-details-s1_emissions_exclusion_dict.{::0},group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_1_change_type_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Change in emissions calculation or reporting boundary,Change in Scope 1 GHG emissions calculation or reporting boundary,disclose_s1_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s1_emissions_change_type,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
GHG Breakdown,GHG Breakdown,,,,,,,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Rationale if not disclosed,Rationale if not disclosed,,,,,,row-details-scope_1_ghg_rationale_breakdown_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Carbon Dioxide (CO2),Carbon Dioxide (CO2),,,,,,row-details-scope_1_ghg_co2_breakdown_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Carbon Dioxide (CO2),Scope 1 CO₂ emissions in tCO₂e,s1_co2_emissions,118653 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-s1_co2_emissions,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Carbon Dioxide (CO2),Scope 1 CO₂ emissions global warming potential source,s1_co2_emissions_gwp_source,IPCC Sixth Assessment Report (AR6),CDP Climate Change 2023,2023-07-26,,row-details-s1_co2_emissions_gwp_source,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Carbon Dioxide (CO2),Scope 1 CO₂ emissions global warming potential time horizon,s1_co2_emissions_gwp_time_horizon,100-year,CDP Climate Change 2023,2023-07-26,,row-details-s1_co2_emissions_gwp_time_horizon,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Methane (CH4),Methane (CH4),,,,,,row-details-scope_1_ghg_ch4_breakdown_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Nitrous Oxide (N2O),Nitrous Oxide (N2O),,,,,,row-details-scope_1_ghg_n2o_breakdown_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Hydrofluorocarbons (HFCs),Hydrofluorocarbons (HFCs),,,,,,row-details-scope_1_ghg_hfcs_breakdown_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Hydrofluorocarbons (HFCs),Scope 1 HFCs emissions in tCO₂e,s1_hfcs_emissions,346 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-s1_hfcs_emissions,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Hydrofluorocarbons (HFCs),Scope 1 HFCs emissions global warming potential source,s1_hfcs_emissions_gwp_source,IPCC Sixth Assessment Report (AR6),CDP Climate Change 2023,2023-07-26,,row-details-s1_hfcs_emissions_gwp_source,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Hydrofluorocarbons (HFCs),Scope 1 HFCs emissions global warming potential time horizon,s1_hfcs_emissions_gwp_time_horizon,100-year,CDP Climate Change 2023,2023-07-26,,row-details-s1_hfcs_emissions_gwp_time_horizon,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Perfluorocarbons (PFCs),Perfluorocarbons (PFCs),,,,,,row-details-scope_1_ghg_pfcs_breakdown_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Sulphur Hexafluoride (SF6),Sulphur Hexafluoride (SF6),,,,,,row-details-scope_1_ghg_sf6_breakdown_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Nitrogen Trifluoride (NF3),Nitrogen Trifluoride (NF3),,,,,,row-details-scope_1_ghg_nf3_breakdown_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
Other greenhouse gas 1,Other greenhouse gas 1,,,,,,row-details-s1_other_ghg_emissions_dict.{::0},group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP,,"J-OIL MILLS, INC."
,Scope 2 Location-Based Emissions,,,,,,,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Total Scope 2 Location-Based Emissions,Total Scope 2 Location-Based Emissions,,,,,,row-details-scope_2_lb_total_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Total Scope 2 Location-Based Emissions,Total Scope 2 location-based GHG emissions in tCO₂e,total_s2_lb_emissions_ghg,50620 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s2_lb_emissions_ghg,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Methodology,Methodology,,,,,,row-details-scope_2_lb_methodology_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Methodology,Methodology used to calculate Scope 2 location-based GHG emissions,s2_lb_emissions_method,"Act on the Rational Use of Energy, Japan Ministry of the Environment, Law Concerning the Promotion of the Measures to Cope with Global Warming, Superseded by Revision of the Act on Promotion of Global Warming Countermeasures (2005 Amendment), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition), The Greenhouse Gas Protocol: Scope 2 Guidance",CDP Climate Change 2023,2023-07-26,,row-details-s2_lb_emissions_method,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Exclusions,Exclusions,,,,,,row-details-scope_2_lb_exclusions_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Exclusions,Scope 2 location-based GHG emissions sources excluded from inventory,disclose_s2_lb_emissions_exclusion,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_lb_emissions_exclusion,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Exclusion 1,Exclusion 1,,,,,,row-details-s2_lb_emissions_exclusion_dict.{::0},group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_2_lb_changes_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Change in emissions calculation or reporting boundary,Change in Scope 2 location-based GHG emissions calculation or reporting boundary,disclose_s2_lb_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_lb_emissions_change_type,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Scope 2 Market-Based Emissions,Scope 2 Market-Based Emissions,,,,,,,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Total Scope 2 Market-Based Emissions,Total Scope 2 Market-Based Emissions,,,,,,row-details-scope_2_mb_total_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Total Scope 2 Market-Based Emissions,Total Scope 2 market-based GHG emissions in tCO₂e,total_s2_mb_emissions_ghg,27540 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s2_mb_emissions_ghg,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Methodology,Methodology,,,,,,row-details-scope_2_mb_methodology_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Methodology,Methodology used to calculate Scope 2 market-based GHG emissions,s2_mb_emissions_method,"Act on the Rational Use of Energy, Japan Ministry of the Environment, Law Concerning the Promotion of the Measures to Cope with Global Warming, Superseded by Revision of the Act on Promotion of Global Warming Countermeasures (2005 Amendment), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition), The Greenhouse Gas Protocol: Scope 2 Guidance",CDP Climate Change 2023,2023-07-26,,row-details-s2_mb_emissions_method,item,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
Exclusions,Exclusions,,,,,,row-details-scope_2_mb_exclusions_group,group,23315,https://nzdpu.com/companies/23315?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/23315?dataProvider=CDP&disclosureTab=SCOPE2,,"J-OIL MILLS, INC."
